filename,keys,requirement
2005 - phin.txt,G.D33.2.2.9.3,"Activity logs may also provide information needed to support communication with various jurisdictions in the event that the investigation crosses jurisdictional boundaries.  For example, if a person becomes ill during travel in one jurisdiction but is the resident of another, the illness will be reported by the state (jurisdiction) of residence, rather than by the jurisdiction visited."
2005 - phin.txt,G.D33.2.3.1.1,"Electronic questionnaires must be developed and validated.  They will be designed by investigators to collect common data elements (e.g., patient demographics, test results, exposure contacts), agent-specific data elements (e.g., specific laboratory test), and other customized data elements."
2005 - phin.txt,G.D33.2.3.1.1.1,Electronic questionnaires should provide the capability to accept digital signatures.
2005 - phin.txt,G.D33.2.3.1.2,Systems supporting OM must provide the ability to control the configuration of and revisions to investigation-specific questionnaires.
2005 - phin.txt,G.D33.2.3.1.3,Systems supporting OM must provide the ability to publish investigation - specific questionnaires and implementation guides.
2005 - phin.txt,G.D33.2.3.1.4,Case investigation should be supported by reusable questionnaire libraries that use common terminology (where available) to maximize the efficiency of data exchange.
2005 - phin.txt,G.D33.2.3.1.5,Systems supporting OM should provide a manual or automatic means of updating the status of case records as the case definition changes.
2005 - phin.txt,G.D33.2.3.1.6,Systems supporting OM should track the changes made to the status of case records as a result of changes in the case definition.
2005 - phin.txt,G.D33.2.3.2.1,"Systems supporting OM must support dynamically defined associations between entities for the purpose of defining relationships.  For example, person-to-person (e.g., family relationship, exposure relationship), person-to-place (e.g., household, comm on place), animal-to-person, object-to-place, person-to-travel."
2005 - phin.txt,G.D33.2.3.2.2,"Entity-to-epi data links must match the entity to their symptoms, survey questions, specimens/samples collected, laboratory results, and prophylaxis and treatment data."
2005 - phin.txt,G.D33.2.3.2.3,Each new case must be able to link an assigned Entity ID to an Event ID within the scope of the investigation.
2005 - phin.txt,G.D33.2.3.2.4,"Systems supporting OM require the ability to capture information about possible cases and potential contacts from the identification process through the treatment and follow-up process, as supported by linkages among entities, events, and actions."
2005 - phin.txt,G.D33.2.3.2.5,"Laboratory results must be linked to corresponding specimens/samples including multiple results from one specimen/sample), and subjects when the participating laboratory returns the results.  These linkages must unambiguously associate multiple laboratory results to case and contact identifiers."
2005 - phin.txt,G.D33.2.3.2.5.1,"If the specimen/sample was created from  another specimen/sample (e.g., aliquots, and new specimen types created from a source sample), laboratory results for the child specimens/samples must be linked to the corresponding parent specimen/sample."
2005 - phin.txt,G.D33.2.3.3.1,"Each investigation subject m ay be associated with exposure contacts, including unambiguous links to contacts in other jurisdictions."
2005 - phin.txt,G.D33.2.3.3.2,"Contacts of exposed entities (e.g., people, animals, places) may be traced,  investigated, and monitored."
2005 - phin.txt,G.D33.2.3.3.3,"Systems supporting OM should be able to create new contacts from  existing case records, and should also identify the contact type."
2005 - phin.txt,G.D33.2.3.3.4,"Systems supporting OM must support contact exposure tracing by allowing one contact to be linked to multiple cases, and allowing multiple contacts to be linked to a single case."
2005 - phin.txt,G.D33.2.3.3.5,"Systems supporting OM should be able to produce contact work lists for each investigator to use, and should allow sorting by priority or geography."
2005 - phin.txt,G.D33.2.4.1,Systems supporting  OM should allow for analytical searches based upon multiple criteria.
2005 - phin.txt,G.D33.2.4.2,"Systems supporting OM should have the ability to produce charts, maps, and graphs that illustrate OM data, such as  epi-curves  and the effect of vaccination or prophylaxis on the number of new cases (demonstrating the effectiveness in containing the health event) or maps that illustrate the number of cases by zip code."
2005 - phin.txt,G.D33.2.4.3,"Systems supporting OM should generate electronic data dictionaries for dynamic data (or other user-defined data descriptions to assist with effective data exchange), line lists, activity logs, aggregate data, and call-back lists to assist the emergency response group and investigators in responding to and containing a health event."
2005 - phin.txt,G.D33.2.4.4,"Reports generated by systems supporting OM should clearly indicate the number of cases, the number of contacts per case, the number of cases with no known epi-link at the time of diagnosis, the laboratory results, and the number of vaccinations and/or treatments administered."
2005 - phin.txt,G.D33.2.4.5,"Systems supporting OM should have the ability to produce pre-formatted queries  and reports to allow faster and more accurate reporting, while still allowing the flexibility of ad-hoc reporting."
2005 - phin.txt,G.D33.2.4.6,Systems supporting OM should have the ability to produce individual reports for each emergency team  member or investigator.
2005 - phin.txt,G.D33.2.4.7,"Systems supporting OM should have the ability to compare characteristics of exposed and non-exposed (i.e., controls) persons."
2005 - phin.txt,G.D33.2.4.8,"Systems supporting OM should have the ability to produce lists of action items (e.g., to do lists)."
2005 - phin.txt,G.D33.2.4.9,"Systems supporting OM must have the ability to print questionnaires for multiple uses, including taking to the field, use during phone interviews, etc."
2005 - phin.txt,G.D33.2.4.10,"Systems supporting OM must be able to aggregate data.  Examples of aggregated data to be supported are: number of cases, number of contacts per case, and number of vaccinations and/or treatments administered."
2005 - phin.txt,G.D33.2.4.11,"Health event data should be aggregated into a centralized data  store (i.e., data warehouse) designed specifically to support analysis of events over time."
2005 - phin.txt,G.D33.2.4.12,"Data should  be accessible for use with commonly available analytical tools (e.g., SAS, SPSS, EPI-INFO, MS Access,  MS Excel, Crystal Rep orts)."
2005 - phin.txt,G.D33.2.5.1,"Contact information for key response partner organizations should be stored in a local instance of a public health directory for associating to a health event, as  described in section  2.2.2  Health event Data of this document."
2005 - phin.txt,G.D33.2.5.2,Systems supporting OM must be able to accept data from other partner systems supporting OM.
2005 - phin.txt,G.D33.2.5.3,"Systems supporting OM must be able to create and send messages for laboratory test requests. This requirement is  identified as a key performance measure for assessing preparedness as described in PHIN Preparedness Key Performance Measures, available at www.cdc.gov/phin ."
2005 - phin.txt,G.D33.2.5.4,"Systems supporting OM should be able to receive, parse and process messages for laboratory test request responses, in accordance with PHIN Laboratory Test Order Response Message Implementation Guide, available at www.cdc.gov/phin."
2005 - phin.txt,G.D33.2.5.5,"Systems supporting OM must be able to receive, parse and  process messages for laboratory results. This requirement is identified as a key performance measure for assessing preparedness as described in PHIN Preparedness Key Performance Measures, available at www.cdc.gov/phin ."
2005 - phin.txt,G.D33.2.5.5.1,"Laboratory results should be linked to laboratory test requests, which are linked to subjects."
2005 - phin.txt,G.D33.2.5.6,"Systems supporting OM should be able to exchange messages for laboratory results with systems supporting surveillance, early event detection (EED), and other preparedness areas."
2005 - phin.txt,G.D33.2.5.7,"Systems supporting OM must be able to exchange messages for confirmed, probable and suspect cases, and the other case  classifications that are noted in the PHIN message implementation guide, with systems supporting surveillance, early event detection (EED), and other preparedness areas.  This requirement is identified as a key performance measure for assessing preparedness as described in PHIN  Preparedness Key Performance Measures, available at www.cdc.gov/phin."
2005 - phin.txt,G.D33.2.5.8,"Systems supporting OM must exchange messages for investigations and for exposure contacts. This requirement is identified as a key performance measure for assessing preparedness as described in PHIN Preparedness Key Performance Measures, available at www.cdc.gov/phin ."
2005 - phin.txt,G.D33.2.5.9,"Systems supporting OM must be able to receive, parse and  process messages for countermeasures that have been administered. This requirement is identified as a key performance measure for assessing preparedness as described in PHIN Preparedness Key Performance Measures , available at www.cdc.gov/phin."
2005 - phin.txt,G.D33.2.5.9.1,Countermeasures that have been administered must be linked to the entity that was administered the countermeasures.
2005 - phin.txt,G.D33.2.5.10,"Systems supporting OM must be able to create and send messages for countermeasure administration requests.  This requirement is identified as a key performance measure for assessing preparedness as described in PHIN Preparedness Key Performance Measures, available at www.cdc.gov/phin."
2005 - phin.txt,G.D33.2.5.11,"Systems supporting OM must be able to exchange aggregated data.  Examples of aggregated data to be supported are: number of cases, number of contacts per case, and number of vaccinations and/or treatments administered."
2005 - phin.txt,G.D33.2.5.12,"Systems supporting OM should be able to provide the aggregate data necessary for health event monitoring to systems that support response tracking, such as the number of suspect cases, number of persons under isolation or quarantine, and the number of patients receiving countermeasures."
2005 - phin.txt,G.D33.2.5.13,Mapping interfaces and data dictionaries must be clearly defined and included in data exchanges to indicate and describe both standard and customized fields because systems supporting OM are configurable to meet the individual needs of each event and therefore collect data specific to each event.
2005 - phin.txt,G.D33.2.5.14,"Message components should be grouped by observation type (e.g., laboratory, symptom, exposure, risk, treatment) by systems supporting OM."
2005 - phin.txt,G.D33.2.5.15,"Systems supporting OM should support multiple file formats for import and export,  such as databases, spreadsheets, messages, and text files, among others."
2005 - phin.txt,G.D33.2.5.16,"Data exchange should support analysis and information sharing of possible health events at all levels of public health (e.g., national, state, local)."
2005 - phin.txt,G.D33.2.7.1,"Policies and procedures for communicating in formation to appropriate stakeholders (e.g., state and federal emergency management organizations, FEMA, hazmat teams, public works facilities, intelligence organizations, the media, and the public) should be clearly defined."
2005 - phin.txt,G.D33.2.7.2,Polices regarding data synchronization should be defined to support multiple deployment options as discussed in section 2.1 System Architecture of this document.
2005 - phin.txt,G.D33.2.7.3,Configuration management protocols and personnel should be identified to support multiple deployment options.
2005 - phin.txt,G.D33.2.7.3.1,Protocols and personnel should be identified to support the set-up and configuration of laptops and other field devices used in OM investigations.
2005 - phin.txt,G.D33.2.7.3.2,"Processes and personnel should be identified to support agent-specific deployment packages, including syndromic grouping libraries and vocabulary sub-sets, which will be used to efficiently collect data specific to the particular health event being investigated."
2005 - phin.txt,G.D33.2.7.4,"Policies and procedures should be in place for determining when follow up and isolation and quarantine monitoring should be done as a part of a focused countermeasure administration and response effort, rather than as a function of contact exposure tracing."
2005 - pontis.txt,G.D34.4.1.1.1,The user shall be able to view the data stored in the Physical Inventory tables through the Pontis graphical user interface (GUI).
2005 - pontis.txt,G.D34.4.1.1.2,The user shall be able to switch between predefined structure lists.
2005 - pontis.txt,G.D34.4.1.1.3,"The user shall be able to select structures by structure ID, district, county, administrative area (geographic group), ownership, custodianship, functional class, NHS status, o n/off system , inspector, bridge group, inspection due dates, and all or some environment and elements."
2005 - pontis.txt,G.D34.4.1.1.3.1,The query shall be restricted depending on the user privilege.
2005 - pontis.txt,G.D34.4.1.1.4,"The user shall be able to find structures based on the structure ID, structure name, feature intersected, facility carried, route number, LRS Inventory Route,  KM/mile posts, structure types, design types and materials, and by searching the notes fields."
2005 - pontis.txt,G.D34.4.1.1.4.1,The query shall be restricted depending on the user privilege.
2005 - pontis.txt,G.D34.4.1.1.5,The user shall be able to enter a WHERE clause of the SQL query in the Find and the Filter window and run a query against the  bridges in the database. The query will be verified by the application and SQL errors will be reported to the user for correction.  This capability shall  be an application privilege.
2005 - pontis.txt,G.D34.4.1.1.5.1,Bridge-level security of the user shall be applied automatically.
2005 - pontis.txt,G.D34.4.1.1.6,"The user shall be able to select a structure by directly typing in the structure  ID in GUI, with the display scrolling to that structure.  Bridge-level security of the user shall be applied  automatically."
2005 - pontis.txt,G.D34.4.1.1.7,The system shall display the data in the appropriate unit of measurement as configured for the application.  This will be a permanent modal setting for the application. This setting shall be configurable (as stipulated in Requirement 22.1).
2005 - pontis.txt,G.D34.4.1.1.8,"The user shall be able to select bridges on a supported map display and generate a bridge list for use within  Pontis,  for example, to perform a  simulation analysis or to gene rate an inspection roster."
2005 - pontis.txt,G.D34.4.1.2.1,The user shall be able to view the data  stored in the Project Planning tables  through the GUI.
2005 - pontis.txt,G.D34.4.1.2.2,The user shall be able to switch between predefined project lists.
2005 - pontis.txt,G.D34.4.1.2.3,"The user shall be able to filter and select projects by structure ID, project ID, program, action type, project status, review status, treatment, program year,  and project end date ."
2005 - pontis.txt,G.D34.4.1.2.4,"The user shall be able to find projects by project ID, project name,  project status, structure ID, and program."
2005 - pontis.txt,G.D34.4.1.2.5,"The user shall be able to filter and select work candidates by structure ID, project ID, program, action type, project status, review status, treatment, program year, and project end date."
2005 - pontis.txt,G.D34.4.1.2.6,The user shall be able to enter a WHERE clause of the SQL query in the Find  and the Filter window and run a  query against the projects in the database. The query will be verified by the application and SQL errors will be reported to the user for correction.
2005 - pontis.txt,G.D34.4.1.2.6.1,This capability shall be an application privilege.
2005 - pontis.txt,G.D34.4.1.2.6.2,Bridge-level security of the user shall  be applied automatically.
2005 - pontis.txt,G.D34.4.1.2.7,"The user shall be ab le to select a project by directly typing in the project ID in  the GUI, with the display scrolling  to that structure."
2005 - pontis.txt,G.D34.4.1.2.7.1,Bridge or project level security of the user shall be applied automatically.
2005 - pontis.txt,G.D34.4.1.2.8,"The user shall be able to select projects (work) on a supported map display and generate a project/bridge list for use within Pontis,  for example, to display results of a simulation analysis or to generate a STIP display."
2005 - pontis.txt,G.D34.4.1.3.1,"The user shall be able to select and execute predefined reports to view bridge data, project data, preservation model data, program simulation results, and configuration data."
2005 - pontis.txt,G.D34.4.1.3.1.1,The existing Pontis reports shall form the  basis for the predefined reports to be provided in Pontis 5.0.
2005 - pontis.txt,G.D34.4.1.3.2,The user shall be able to create reports in a .NET compliant report generator other than InfoMaker and review these reports from within the Pontis GUI.
2005 - pontis.txt,G.D34.4.1.3.3,The system shall provide the ability to integrate current selections with a  .NET compliant report generator other than InfoMaker.  AASHTO may provide users with a list of suggested report generators to replace PowerBuilder/InfoMaker.
2005 - pontis.txt,G.D34.4.1.3.4,The system shall provide the ability to incorporate PDF files into standard Pontis reports.
2005 - pontis.txt,G.D34.4.1.3.5,"The system shall provide the ability to save reports in PDF, HTML, and XML formats."
2005 - pontis.txt,G.D34.4.1.4.1,The system shall provide the ability to create any report that is bridge or project based by selecting the relevant “driver” records from a map display.
2005 - pontis.txt,G.D34.4.1.4.2,The system shall provide the ability to create or refresh a map display from a set of bridge or project records selected within the Pontis desktop.
2005 - pontis.txt,G.D34.4.2.5.1,The user shall be able to create a ne w structure with a user-defined bridge key.
2005 - pontis.txt,G.D34.4.2.5.2,The user shall be able to create a new structure by copying all data of an existing structure.
2005 - pontis.txt,G.D34.4.2.5.3,"The user shall be able to create new structure(s) by importing from a supported file type.  The supported file types are to be determined, but will include at least PDI, NBI, and XML."
2005 - pontis.txt,G.D34.4.2.5.4,The user shall be able to edit and remove existing structures.
2005 - pontis.txt,G.D34.4.2.5.5,The system shall provide the ability to mark a bridge with any of several  status values (e.g. inactive/closed) and automatically filter displays to  recognize the status value (e.g. to automatically suppress inactive/closed structures).
2005 - pontis.txt,G.D34.4.2.5.6,The system shall support storage and management of information for bridges  in a design or preconstruction state  (functional requirement is related  to 4.5 above)
2005 - pontis.txt,G.D34.4.2.5.7,The user shall be able to renumber the bridge key identifier and have the change made globally.  This functionality shall be restricted depending on the user privilege.
2005 - pontis.txt,G.D34.4.2.6.1,The user shall be able to create a new  inspection.
2005 - pontis.txt,G.D34.4.2.6.2,The users hall be able to create a new inspection by copying a previous inspection.
2005 - pontis.txt,G.D34.4.2.6.3,"The user shall be able to identify and select any previous inspection as the source for the copy action.  The  selection can be made by combination of date, inspection type, inspector, or inspection control group."
2005 - pontis.txt,G.D34.4.2.6.4,"The system shall have a short-form interface (display only NBI and element  data, similar to SI&A sheet) for inspection data entry with specifics of design and functionality to be determined as part of the technical design."
2005 - pontis.txt,G.D34.4.2.6.5,The user shall have the option to copy  the notes from previous inspection when creating a new inspection.
2005 - pontis.txt,G.D34.4.2.6.6,The user shall be able to create new inspection(s) by importing an PDI file.
2005 - pontis.txt,G.D34.4.2.6.7,The user shall be able to add new elements to the structure.
2005 - pontis.txt,G.D34.4.2.6.8,The user shall be able to edit all the NBI data.
2005 - pontis.txt,G.D34.4.2.6.9,"Changes  to calculated results such as Sufficiency Rating or NBI Appraisal Ratings will be prohibited except for secured, privileged user s."
2005 - pontis.txt,G.D34.4.2.6.10,The user shall be able to edit element inspection data.
2005 - pontis.txt,G.D34.4.2.6.11,"The user shall be able to edit the bridge inventory items excluding the dependent/ derived values (i.e., the appraisal ratings that are calculated  automatically)."
2005 - pontis.txt,G.D34.4.2.6.12,The user shall be able to edit inspection and structure notes.
2005 - pontis.txt,G.D34.4.2.6.13,"The system shall be capable of storing notes  in plain text and XML, and shall maximize the notes field  size.  The user shall be capable of setting the size of the notes field."
2005 - pontis.txt,G.D34.4.2.6.14,The user shall be able to create and  edit work recommendations.  The system shall be capable of estimating quantity for bridge type work recommendations.
2005 - pontis.txt,G.D34.4.2.6.15,"The user shall be able to enter and up date inspection planning information (i.e., frequency of regular and special inspections and estimated resource requirements)."
2005 - pontis.txt,G.D34.4.2.6.16,The user shall be able to link and manage multimedia files.
2005 - pontis.txt,G.D34.4.2.6.17,The system shall provide an inspection scheduling tool.
2005 - pontis.txt,G.D34.4.2.6.18,The system shall provide the capability to “lock down” an inspection record once signed and sealed to prevent deletion or modification.
2005 - pontis.txt,G.D34.4.2.6.19,Privileged users shall be able to delete an existing inspection unless it is “locked down”.
2005 - pontis.txt,G.D34.4.2.6.20,"The user shall be able to sort the element data by unit number, environment, and quantity."
2005 - pontis.txt,G.D34.4.2.6.21,"The user shall be able to view all data from any two inspections, for a single  bridge, in a tiled presentation for easy comparison.  The presentation (view/report) shall clearly highlight the difference between two inspections."
2005 - pontis.txt,G.D34.4.2.6.22,The system shall provide a configurable tracking mechanism to ensure that a  set of screens and data fields have been reviewed and approved during the course of an inspection
2005 - pontis.txt,G.D34.4.2.7.1,The system shall be capable of calculating NBI condition ratings using the FHWA NBI Translator.
2005 - pontis.txt,G.D34.4.2.7.2,The system shall be capable of calculating and storing bridge Sufficiency Rating.
2005 - pontis.txt,G.D34.4.2.7.3,The system shall be capable of calculating appraisal ratings.
2005 - pontis.txt,G.D34.4.2.7.4,The system shall be capable of calculating Structurally Deficient/Functionally Obsolete (SD/FO) status.
2005 - pontis.txt,G.D34.4.2.7.5,The ability of the user to update the calculated ratings and status in the database shall be a controlled  privilege. Agencies may optionally exclude/prohibit direct edits to the calculated inspection results such as the NBI translator output. The agency shall therefore be able to enforce strict use of calculated translator results for calculating NBI condition ratings.
2005 - pontis.txt,G.D34.4.2.7.6,The system shall be capable of prompting users when the dependent fields for ratings are changed and offer the user option to recalculate the ratings.
2005 - pontis.txt,G.D34.4.2.7.7,"The system administrator shall be able to configure the recalculation behavior of the derived data. The options shall include 1) do nothing, 2) alert user that recalculation is required and give option to recalculate before update/save, and 3) recalculate silently with no confirmation prompt when user saves the inspection."
2005 - pontis.txt,G.D34.4.2.7.8,"The system shall eliminate any and all dependencies on workstation (user) control/parameter files for program operation.  For example, parameter information required by the NBI Translator (including information currently stored in ELEMENTS.P RN and ERRORS.LS T) will be store d strictly within the Pontis database rather than on individual user workstations."
2005 - pontis.txt,G.D34.4.3.7.1,The system  shall be capable of creating cost and deterioration elicitation records for Pontis users.
2005 - pontis.txt,G.D34.4.3.7.2,The system  shall be capable of updating the transition probabilities for preservation actions based on expert elicitation s.
2005 - pontis.txt,G.D34.4.3.7.3,The system shall be cap able of updating preservation action costs based on expert elicitations.
2005 - pontis.txt,G.D34.4.3.7.4,The system shall be capable of updating transition probabilities for do nothing actions based on historical inspection data.
2005 - pontis.txt,G.D34.4.3.7.5,The user shall be able to edit the cost and deterioration models through the GUI and immediately see the impact on model recommendations.
2005 - pontis.txt,G.D34.4.3.7.6,The system shall be capable of using the transition probabilities and preservation action costs to develop an optimal preservation policy as detailed in the Pontis Technical Manual.
2005 - pontis.txt,G.D34.4.3.7.7,The system shall be capable of recovering the model if the elicitation process fails.
2005 - pontis.txt,G.D34.4.3.7.8,"The system shall be capable of restoring the previous action costs, transition probabilities, and preservation policy."
2005 - pontis.txt,G.D34.4.3.7.9,The system shall be capable of supporting multiple cost and deterioration models.
2005 - pontis.txt,G.D34.4.3.7.10,The system shall be capable of incorporating Health Index targets in a preservation (short-term) model.
2005 - pontis.txt,G.D34.4.3.7.11,The system shall streamline the model generation process (i.e. remove any unnecessary prompts as currently implemented in version 4.x).
2005 - pontis.txt,G.D34.4.3.8.1,"The system shall be capable of determining the long-term cost of achieving an average health index target for one or more structure(s), broken down by elements,  element categories, for the entire structure."
2005 - pontis.txt,G.D34.4.3.9.1,"The system shall provide a preservation model dashboard integrating the capabilities described above. The exact functionality of the dashboard will be informed by review of the results of  NCHRP Project 12-67, Multiple-Objective  Optimization for Bridge Management Systems ."
2005 - pontis.txt,G.D34.4.4.10.1,"The user shall be able to specify the characteristics of the simulation, including the simulation timeframe, various thresholds for the simulation, the project types included in the simulation, the needs addressed, and the annual budget for the simulation."
2005 - pontis.txt,G.D34.4.4.10.2,The user shall be able to update the unit costs and the policy standards governing the improvement model.
2005 - pontis.txt,G.D34.4.4.10.3,"The user shall be able to modify the technical parameters governing the simulation, including the parameters of the improvement model and the simulation rules."
2005 - pontis.txt,G.D34.4.4.10.4,The user shall be able to select the structural elements to be included in the simulation.
2005 - pontis.txt,G.D34.4.4.10.5,The user shall be able to dynamically determine bridge subsets as part of the scenario settings.
2005 - pontis.txt,G.D34.4.4.11.1,The system shall be capable of running a program simulation for a selected set of structures and storing the simulation results in the Pontis database.
2005 - pontis.txt,G.D34.4.4.12.1,"The user shall be able to choose from Pontis-generated work recommendations, inspector work candidates, and user-defined work items to include in the bridge simulation for a structure."
2005 - pontis.txt,G.D34.4.4.12.2,The system shall be capable of running bridge analysis for a single structure and storing the simulation results in the Pontis database.
2005 - pontis.txt,G.D34.4.4.12.3,"The system shall provide a Bridge Analysis Dashboard that will allow the user to choose work items for a structure and the timing of the work, view the  impact of the work on the condition of the structure, assign the work candidates to a project, and perform life-cycle cost analysis for the structure.  The exact functionality of the dashboard will be informed by review of the results of N CHRP Project 12-67, Multiple-Objective Optimization for Bridge Management Systems."
2005 - pontis.txt,G.D34.4.5.13.1,The user shall be able to create new programs by manually entering program information.
2005 - pontis.txt,G.D34.4.5.13.2,The user shall be able to edit or delete existing programs.
2005 - pontis.txt,G.D34.4.5.14.1,The user shall be able to create new projects by manually entering the project information.
2005 - pontis.txt,G.D34.4.5.14.2,The user shall be able to edit or delete existing projects.
2005 - pontis.txt,G.D34.4.5.14.3,"The user shall be able assign Pontis-generated work recommendations, inspector work candidates, and user-specified work items to a project, or remove work items from a project."
2005 - pontis.txt,G.D34.4.5.14.4,The user shall be able to split a project into multiple projects and combine multiple projects into a master project.
2005 - pontis.txt,G.D34.4.5.14.5,The user shall be able to edit the characteristics of multiple projects simultaneously (batch update).
2005 - pontis.txt,G.D34.4.5.14.6,The user shall be able to edit the data stored in the Project Planning tables through the GUI.
2005 - pontis.txt,G.D34.4.5.14.7,The system shall be capable of tracking and linking funding levels and project budgets.
2005 - pontis.txt,G.D34.4.5.14.7.1,The system shall warn users if the project budget exceeds funding.
2005 - pontis.txt,G.D34.4.5.14.8,"The system shall be capable of grouping  work candidates by different action types – bridge-level, element-level, and flexible- level actions."
2005 - pontis.txt,G.D34.4.6.15.1,The system shall be capable of performing single-field and cross-field validation on NBI data items in batch mode.
2005 - pontis.txt,G.D34.4.6.15.2,The system shall be capable of performing configurable input range checks using the D ATADICT table upon entering data.
2005 - pontis.txt,G.D34.4.6.15.3,The system shall be capable of performing data validation tasks including cross field validation upon saving data.
2005 - pontis.txt,G.D34.4.6.15.4,The system shall allow users to configure data validation rules. This shall be a privileged operation.
2005 - pontis.txt,G.D34.4.6.15.5,The system shall provide data review wizard for comparing incoming bridge data with existing data.  The errors will be highlighted for easy review.
2005 - pontis.txt,G.D34.4.6.15.6,"The system shall guarantee atomic database transactions to ensure maximum data integrity, using standard .NET  transaction management capabilities ."
2005 - pontis.txt,G.D34.4.6.15.7,The system shall maximize multi-user concurrency and conflict resolution in the application using standard .NET session and transaction management capabilities.
2005 - pontis.txt,G.D34.4.6.16.1,The user shall be able to exchange data in NBI format.
2005 - pontis.txt,G.D34.4.6.16.2,The user shall be able to exchange data  in PDI format as specified in the Pontis Technical Manual.
2005 - pontis.txt,G.D34.4.6.16.3,The user shall be able to exchange data in XML format.  The emerging TransXML schema specification shall be utilized once established and accepted.
2005 - pontis.txt,G.D34.4.6.16.4,The user shall be able to exchange bridge inspection data in PDI format.
2005 - pontis.txt,G.D34.4.6.16.5,The user shall be able to designate a recipient for checked-out bridges.
2005 - pontis.txt,G.D34.4.6.16.6,"The system shall store all export/import control information within the database for central administration, eliminating any dependency on  workstation control files to manage export/import behavior."
2005 - pontis.txt,G.D34.4.6.16.7,The system shall strictly separate transient or volatile batch operation control records – e.g. bridge records to be included in a report – from more static control record – e.g. currently checked-out bridges.
2005 - pontis.txt,G.D34.4.6.17.1,The user shall be able to archive data for existing and removed structures.
2005 - pontis.txt,G.D34.4.6.17.2,"A selection/ filter capability shall be provided to restrict operations on active, inactive, or all structures during any data archiving activity."
2005 - pontis.txt,G.D34.4.6.17.3,The system shall provide reporting mechanism for viewing archived data.
2005 - pontis.txt,G.D34.4.6.17.4,The user shall be able to restore the archived data.
2005 - pontis.txt,G.D34.4.6.17.5,The system shall use timestamps in the database to log when rows were last  changed.
2005 - pontis.txt,G.D34.4.6.18.1,The system shall continue to provide existing application integration capabilities with BRIDGEWare products.
2005 - pontis.txt,G.D34.4.6.18.2,"The system  shall support concurrent storage  in the database of planned, active, and inactive structures, and potentially other status/lifecycle phase indicators, to facilitate BRIDGEWare integration."
2005 - pontis.txt,G.D34.4.7.19.1,The administrator shall be able to create and edit new application roles.
2005 - pontis.txt,G.D34.4.7.19.2,The administrator shall be able to as sign users to application roles.
2005 - pontis.txt,G.D34.4.7.19.3,The system shall provide user interface for managing application roles.
2005 - pontis.txt,G.D34.4.7.19.4,The administrator shall be able to assign  application permissions to each user  roles.
2005 - pontis.txt,G.D34.4.7.20.1,The administrator shall be able to add new users to the  system.
2005 - pontis.txt,G.D34.4.7.20.2,The user shall be able to modify his or her basic account profile.
2005 - pontis.txt,G.D34.4.7.20.3,The administrator shall be able to create bridge-level access filters.
2005 - pontis.txt,G.D34.4.7.20.4,The administrator shall be able to as sign bridge-level filters for each user.
2005 - pontis.txt,G.D34.4.7.20.5,The administrator shall be able to remove users from the system or disable access as appropriate.
2005 - pontis.txt,G.D34.4.7.21.1,The system  shall be capable of validating user name and password during log-in process.
2005 - pontis.txt,G.D34.4.7.21.2,The system shall be capable of authorizing access to Pontis functionalities depending on the user’ s privileges during log-in process.
2005 - pontis.txt,G.D34.4.7.21.3,The system shall be capable of tracking login and logout activity.
2005 - pontis.txt,G.D34.4.7.21.4,The system shall be capable of running concurrent sessions for a user.
2005 - pontis.txt,G.D34.4.7.21.5,The system shall be capable of supporting Windows Authentication mechanism for database  access.
2005 - pontis.txt,G.D34.4.7.21.6,The system shall be capable of initiating a session without a login prompt. This capability will provide support for an independent  launch shell for Pontis and will be configured by the system administrator.
2005 - pontis.txt,G.D34.4.7.21.7,The system shall be capable of integrating authentication and permissions  with BRIDGEWare22.
2005 - pontis.txt,G.D34.4.7.21.8,The system shall be capable of operating with a single-sign-on authentication mechanism based on Active Directory Services or the LDAP standard.
2005 - pontis.txt,G.D34.4.7.22.1,The administrator shall be able to configure the system units of measure in  either English or metric mode.  This will be a permanent setting for the application and database.24
2005 - pontis.txt,G.D34.4.7.22.2,"The system shall be capable of storing the INI file configuration information in the database or workstation registry as appropriate, eliminating dependency on INI files f or program operation."
2005 - pontis.txt,G.D34.4.7.22.3,The system will accommodate XP directory security and file permissions when storing any configuration or session para meters.
2005 - pontis.txt,G.D34.4.7.22.4,The administrator shall be able to edit the DATADICT table or its successor(s) through a GUI window.
2005 - pontis.txt,G.D34.4.7.22.5,The administrator shall be able to add and configure pre-populated new structure templates.
2005 - pontis.txt,G.D34.4.7.22.6,The administrator shall be able to configure field-level security.
2005 - pontis.txt,G.D34.4.7.22.7,The administrator shall be able to configure some fields as mandatory for user input.
2005 - pontis.txt,G.D34.4.7.22.8,The administrator shall be able to configure different levels of permission to control editing of checked-out bridges.
2005 - pontis.txt,G.D34.4.7.22.9,The system shall adhere to a .NET logging standard.
2005 - pontis.txt,G.D34.4.7.22.10,The system shall adhere to a .NET exception handling standard.
2005 - pontis.txt,G.D34.4.7.22.11,The administrator shall be able to configure the values in the dropdown lists in the system.
2005 - pontis.txt,G.D34.4.7.22.12,"The administrator shall be able to create agency-specific elements, including element definitions, condition states, actions, models and other related information."
2005 - pontis.txt,G.D34.4.7.22.13,"The administrator shall  be able to configure definitions of element types, environments, materials, and categories."
2005 - pontis.txt,G.D34.4.7.22.14,The administrator shall be able to add custom structure lists.
