CCHIT Certified 2011 Ambulatory EHR 
Certification Criteria
May 17, 2011

© 2011 The Certification Commission for Health Information Technology	

P = Previous Criterion 
M = Modified
N = New for Year
O = Optional
																		
																						
																						
																						
																						
Internal sort column	Criteria #	Category	Criteria	Year introduced or last modified	2011 Certification	Comments	Criteria Reference	"Test Script and Step Number

AMB = Ambulatory Test Script
SEC = Security Test Script"														
2011.AM.226	AM 39.01	Extraction of health record information	The system shall provide the ability to export (extract) pre-defined set(s) of data out of the system. 	2007	P	For example, export of performance measures, ability to query data base, chronic disease management tools.	I.2.4	AMB 4.72														
2011.AM.227	AM 40.01	Concurrent use	The system shall provide the ability for multiple users to interact concurrently with the EHR application. 	2006	P		Ontario 5.6.1.a 	AMB 4.91														
2011.AM.228	AM 40.02	Concurrent use	"The system shall provide the ability for concurrent users to simultaneously view the same record.
"	2006	P		Ontario 5.6.1.a 	AMB 4.92														
2011.AM.229	AM 40.03	Concurrent use	The system shall provide the ability for concurrent users to view the same clinical documentation or template. 	2006	P		Ontario 5.6.1.a 	AMB 4.93														
2011.AM.230	AM 40.04	Concurrent use	The system shall provide protection to maintain the integrity of clinical data during concurrent access.	2006	P	To prevent users from simultaneously attempting to update a record with resultant loss of data	Ontario 5.6.1.a, I.1.9	AMB 4.94														
2011.AM.231	IO-AM 07.01	Laboratory	The system shall provide the ability to receive and store general laboratory results using the HL7 v.2.5.1 ORU message standard	2007	P	"The test files are designed so that products implementing HL7 v2.5.1 standard will be found compliant.  The test identifier will be encoded in LOINC, and will be drawn from among common test codes from the HEDIS subset.  See LOINC.org for more about HEDIS.
"	"HL7 v2.5.1, LOINC    

For more information please refer to the CCHIT Certified 2011 Interoperability Testing Guide.
"	AMB 3.02, 3.03, 3.04														
2011.AM.232	IO-AM 09.06	Medications / ePrescribing	The system shall provide the ability to send an electronic prescription to pharmacy	2007	P		"Medication Management Interoperability Spec (HITSP v1.0 2008 IS07);
NCPDP SCRIPT Standard v8.1 (NEWRX)
"	AMB 4.65, SEC 6.22														
2011.AM.233	IO-AM 09.09	Medications / ePrescribing	The system shall provide the ability to respond to a request for a refill sent from a pharmacy	2007	P		"Medication Management Interoperability Specification (HITSP v1.0 2008 IS07);
NCPDP SCRIPT Standard 8.1 (REFREQ and REFRES)
"	SEC 6.22														
2011.AM.234	IO-AM 09.13	Medications / ePrescribing	The system shall provide the ability to send a query to verify prescription drug insurance eligibility and apply response to formulary and benefit files to determine coverage	2008	P	An essential first step prior to sending a query for medication history or formulary information directed at prescription drug coverage.	"Medication Management Interoperability Specification (HITSP v1.0 2008 IS07)
X12 270/271/ CORE Phase I Rules"	SEC 6.22														
2011.AM.235	IO-AM 09.14	Medications / ePrescribing	The system shall provide the ability to capture and display formulary information from pharmacy or PBM (Pharmacy Benefits Manager)  by applying eligibility response 	2008	P	Usually preceded by a query for insurance eligibility to verify potential source of data.	Medication Management Interoperability Specification (HITSP v1.0 2008 IS07);             NCPDP Formulary and Benefit Standard Implementation Guide v1.0	SEC 6.22														
2011.AM.236	IO-AM 09.15	Medications / ePrescribing	The system shall provide the ability to send a query for medication history to PBM or pharmacy to capture and display medication list from the EHR	2008	P		NCPDP SCRIPT Standard v8.1 (RXHREQ, RXHRES) / NDC codes	SEC 6.22														
2011.AM.237	IO-AM 10.10	Clinical Documentation	"The system shall provide the ability to display HITSP C32/CCD documents and file them as intact documents in the EHR.                     

Summary patient record content information will include: patient demographics, medication list, medication allergy list."	2009	N	Requires the Document Consumer only to have the ability to display the document as requested. (it may not be able to locally import it in the patient record).                       	"HITSP IS107 v1.0 -  EHR-Centric Interoperability Specification;
CAP119 Communicate Structured Document Specification;
C32 v.2.5 Summary Documents Using HL7 Continuity of Care Document (CCD); 
C80 v1.1 - Clinical Document and Message Terminology;
C83 v1.1 - CDA Content Modules;
"	AMB 3.08														
2011.AM.238	IO-AM 10.20	Clinical Documentation	"The system shall provide the ability to generate and format patient summary  documents per the following specifications:

HITSP C32 (v2.3 or v2.5)   

Summary patient record content information will include: patient demographics, medications, medication allergies

Generated xml documents must demonstrate use of industry-standard vocabularies/terminologies. 

The intent is to test the Required (R) fields, including the product coded terminology for the medication and medication allergy. 
"	2009	N	"Structured entries, narrative text and specified coded terminologies are required for the following patient summary sections: patient demographics, medication list, medication allergy list; 

Vocabularies
Medications: RxNORM/NDC
Allergies: RxNORM, UNII
"	"Summary Documents Using CCD Component (HITSP v2.3 C32)
Consumer Empowerment Interoperability Specification (HITSP v3.0 IS03) 
-OR-
HITSP IS107 v1.0 -  EHR-Centric Interoperability Specification;
CAP119 Communicate Structured Document Specification;
C32 v.2.5 Summary Documents Using HL7 Continuity of Care Document (CCD); 
C80 v1.1 - Clinical Document and Message Terminology;
C83 v1.1 - CDA Content Modules"	AMB 3.09, 3.10, 3.11, 3.12														
2011.AM.239	PC 01.11	Amendments	The system shall provide the ability for a clinical or other authorized user to view the full content of a finalized note. The full content of a finalized note includes the finalized note and any finalized modifications to that note including finalized changes  referred to as corrections, clarifications, addenda, etc. Finalizing is the act of publishing into the system in a way that others may access information that has changed.                                                                                                                            	2009	N	PC 01.11 is addressing finalized notes and changes made to a final note.                                                       PC 01.11 does not address a  'note in progress' which is a note that has not been finalized.                                    	ASTM E 2107-99 on Amendments (also addresses a number of versioning issues for non-finalized notes)	AMB 4.49														
2011.AM.240	PC 04.08	Data Integrity Auditability	The system shall provide the ability to save a note in progress prior to finalizing the note. 	2009	N	"Intent: any method of flagging incomplete notes is acceptable example: autosave function, amendment function.
"	MRET RTI Report recommendations and the HL7 RM-ES requirements	AMB 4.33														
2011.AM.241	PC 08.01	Manage Clinical Documentation	"The system shall have the ability to record and display the identity and credentials of all users who entered all or part of a note even if they did not finalize the note.

"	2009	N	Clarification: This criterion does not require that the system identify or display which portion or portions of a final note were entered by each user but rather that the system record and display which users were involved in any part of the creation of the note.	"Excerpt from CMS Conditions of Participation for Hospitals, pertaining to standards and requirements for medical records, paper or electronic (CMS 2004)

""All entries in the medical record must be timed, dated, and authenticated, and a method established to identify the author.""
Federal Rules of Civil Procedures:  Business Records Exception: General Rules
The trustworthiness of medical records is accepted for admissibility when the following general criteria are satisfied: 

1. The record was created in the regular course of business. 
2. Entry in the record was made by an employee or representative of that business who had personal knowledge of the act, event, or condition that is being recorded. 
3. The record was made at or near the time that the recorded act, event, or condition occurred or reasonably soon thereafter. 
"	AMB 1.57														
2011.AM.242	SC 01.01	Access Control	The system shall enforce the most restrictive set of rights/privileges or accesses needed by users/groups (e.g. System Administration, Clerical, Nurse, Doctor, etc.), or processes acting on behalf of users, for the performance of specified tasks.	2006	P	 	"ISO 17799: 9.1.1.2.b;  
HIPAA: 164.312(a)(1); 164.308(a)(3)(1)
HITSP/TP20
NIST SP 800-53: AC-6 LEAST PRIVILEGE;  AC-5 SEPARATION OF DUTIES
"	SEC 5.14, 5.15, 5.22, 5.25, 5.29														
2011.AM.243	SC 01.02	Access Control	The system shall provide the ability for authorized administrators to assign restrictions or privileges to users/groups.	2006	P		"Canadian: Alberta 4.1.3 (EMR);
ISO 15408 CC SFR: FMT_MSA; 
NIST SP 800-53: AC-56 LEAST PRIVILEGE; AC-5 SEPARATION F DUTIES
HIPAA: 164.312(a)(1); 164.308(A)(3)(1);  HITSP/TP20
"	SEC 5.19														
2011.AM.244	SC 01.03	Access Control	The system must be able to associate permissions with a user using one or more of the following access controls: 1) user-based (access rights assigned to each user); 2) role-based (users are grouped and access rights assigned to these groups); or 3) context-based (role-based with additional access rights assigned or restricted based on the context of the transaction such as time-of-day, workstation-location, emergency-mode, etc.) 	2006	P		"Canadian: Ontario 5.3.12.e (System Access Management);
ISO 15408 CC SFR: FDP_ACC, FMT_MSA; 
ASTM: E1985-98;
NIST SP 800-53: AC-3 ACCESS AND INFORMATION FLOW CONTROL; SC-3 SECURITY FUNCTION ISOLATION
HIPAA: 164.312(a)(1); 164.308(A)(3)(1); 
HITSP/TP20
"	SEC 5.10, 5.14, 5.19, 5.22, 5.25, 5.29														
2011.AM.245	SC 01.04	Access Control	The system shall support removal of a user’s privileges without deleting the user from the system.  The purpose of the criteria is to provide the ability to remove a user’s privileges, but maintain a history of the user in the system.	2007	P		"HIPAA: 164.308(a)(4)(ii)(C); 164.308(a)(3)(i)(C);
HITSP/TP20
"	SEC 5.41, 5.43, 5.44, 5.46, 5.48, 5.49														
2011.AM.246	SC 02.01	Audit	The system shall allow an authorized administrator to set the inclusion or exclusion of auditable events in SC 02.03 based on organizational policy & operating requirements/limits.	2009	N		"ISO 15408 CC SFR: FAU_SEL;
HIPAA 164.312(b); 164.308 (a)(1)(ii)(A), (D); Federal Register Response pages 8347, 8355;
NIST SP 800-53 AU-2 AUDITABLE EVENTS (Organization Defined - Based on Risk Assessement) 
HITSP/TP15
"	SEC 5.53														
2011.AM.247	SC 02.02	Audit	The system shall support logging to a common audit engine using the schema and transports specified in the Audit Log specification of IHE Audit Trails and Node Authentication (ATNA) Profile.	2009	N	 	"NIST SP 800-92/SP 800-92, HITSP T15
HIPAA 164.312(a)(1); 164.312(b); 164.308 (a)(1)(ii)(A) and (D); "	SEC 6.21														
2011.AM.248	SC 02.03	Audit	The system shall be able to detect security-relevant events that it mediates and generate audit records for them. At a minimum the events shall include those listed in the Appendix Audited Events. Note: The system is only responsible for auditing security events that it mediates. A mediated event is an event that the system has some active role in allowing or causing to happen or has opportunity to detect. The system is not expected to create audit logs entries for security events that it does not mediate.	2007	P		"ISO 15408 CC SFR: FAU_GEN;
NIST SP 800-53: AU-2 AUDITABLE EVENTS;
HIPAA: 164.312(b); 164.312(1); 164.308 (a)(1)(ii)(A) and (D); HITSP/TP15
"	SEC 5.54														
2011.AM.249	SC 02.04	Audit	The system shall record within each audit record the following information when it is available: (1) date and time of the event; (2) the component of the system (e.g. software component, hardware component) where the event occurred; (3) type of event (including: data description and patient identifier when relevant); (4) subject identity (e.g. user identity); and (5) the outcome (success or failure) of the event.	2006	P		"ISO 15408 CC SFR: FAU_GEN;
NIST SP 800-53: AU-3 CONTENT OF AUDIT RECORDS, AU-10 NON-REPUDIATION;
HIPAA: 164.312(b); HITSP/TP15
"	SEC 5.55														
2011.AM.250	SC 02.05	Audit	The system shall provide authorized administrators with the capability to read all audit information from the audit records in one of the following two ways:  1) The system shall provide the audit records in a manner suitable for the user to interpret the information.  The system shall provide the capability to generate reports based on ranges of system date and time that audit records were collected. 2) The system shall be able to export logs into text format in such a manner as to allow correlation based on time (e.g. UTC synchronization).	2007	P	Assignable to third party.	"ISO 15408 CC SFR: FAU_SAR;
NIST SP 800-53: AU-7 AUDIT REDUCTION AND REPORT GENERATION;
HIPAA: 164.312(b); HITSP/TP15
"	SEC 5.55, 7.14														
2011.AM.251	SC 02.06	Audit	The system shall be able to support time synchronization using NTP/SNTP, and use this synchronized time in all security records of time.	2006	P	Assignable to third party.	"ISO 15408 CC SFR: FPT_STM;
NIST SP 800-53: AU-8 TIME STAMPS; HITSP/TP16
HIPAA: 164.312(b)
"	SEC 6.12, 7.18														
2011.AM.252	SC 02.07	Audit	The system shall have the ability to format for export recorded time stamps using UTC based on ISO 8601.  Example: "1994-11-05T13:15:30-05:00" corresponds to November 5, 1994, 8:15:30 am, US Eastern Standard Time.	2009	N	 	"ISO 15408 CC SFR: FPT_STM;
NIST SP 800-53: AU-8 TIME STAMPS; HITSP/TP15
HIPAA: 164.312(b)
"	SEC 5.56														
2011.AM.253	SC 02.08	Audit	The system shall prohibit all users read access to the audit records, except those users that have been granted explicit read-access.  The system shall protect the stored audit records from unauthorized deletion. The system shall prevent modifications to the audit records. 	2006	P	Assignable to third party.	"ISO 15408 CC SFR: FAU_SAR, FAU_STG;
NIST SP 800-53: AU-9 PROTECTION OF AUDIT INFORMATION;
HIPAA: 164.312(a)(1); HITSP/TP15
"	SEC 5.15, 5.22														
2011.AM.254	SC 03.01	Authentication	The system shall authenticate the user before any access to Protected Resources (e.g. PHI) is allowed, including when not connected to a network e.g. mobile devices.	2006	P	Assignable to third party.	"Canadian: Alberta 1.1;
ISO 15408 CC SFR: FIA_UAU, FIA_UID; 
NIST SP 800-53: IA-2 USER IDENTIFICATION AND AUTHENTICATION; 
HIPAA: 164.312(d)
"	SEC 5.19, 5.24, 5.31, 5.36, 5.38, 5.43, 7.09														
2011.AM.255	SC 03.02	Authentication	When passwords are used, the system shall support password strength rules that allow for minimum number of characters, and inclusion of alpha-numeric complexity. 	2006	P	Assignable to third party.	"Canadian: Alberta 7.3.12 (Security)
Canadian Ontario 5.3.12.b (System Access Management);
ISO 15408 CC SFR: FIA_SOS, FIA_UAU, FIA_UID; 
ASTM: E1987-98;
NIST SP 800-53: IA-2 USER IDENTIFICATION AND AUTHENTICATION (no strength of password); 
ISO 17799: 9.3.1.d;
HIPAA: 164.
"	SEC 5.11, 5.27, 5.32, 7.05														
2011.AM.256	SC 03.03	Authentication	The system upon detection of inactivity of an interactive session shall prevent further viewing and access to the system by that session by terminating the session, or by initiating a session lock that remains in effect until the user reestablishes access using appropriate identification and authentication procedures. The inactivity timeout shall be configurable.	2007	P	Assignable to third party.	"Canadian: Alberta 7.3.14 (Security)
Canadian Ontario 5.6.12.a (Workstation Security);
ISO 15408 CC SFR: FTA_SSL, FMT_SAE; 
NIST SP 800-53: AC-7 UNSUCCESSFUL LOGIN ATTEMPTS; AC-11 SESSION LOCK; AC-12 SESSION TERMINATION
HIPAA: 164.312(a)(1); 164.312(a)(2)(iii)
"	SEC 5.26, 5.30, 5.31, 7.12														
2011.AM.257	SC 03.04	Authentication	The system shall enforce a limit of (configurable) consecutive invalid access attempts by a user. The system shall protect against further, possibly malicious, user authentication attempts using an appropriate mechanism (e.g. locks the account/node until released by an administrator, locks the account/node for a configurable time period, or delays the next login prompt according to a  configurable delay algorithm).	2007	P	Assignable to third party.	"Canadian: Ontario 5.3.12.c (System Access Management);
ISO 15408 CC SFR: FIA_AFL, FMT_SAE; 
NIST SP 800-53: AC-6 UNSUCCESSFUL LOGIN ATTEMPTS, AC-11 SESSION LOCK ; 
ISO 17799: 9.3.1.e, 9.5.2.e;
HIPAA: 164.312(a)(1); 164.308(a)(5)(ii)C; 164.308(a)(6)
"	SEC 5.12, 5.34, 5.35, 5.36, 7.06														
2011.AM.258	SC 03.05	Authentication	When passwords are used, the system shall provide an administrative function that resets passwords. 	2006	P	Assignable to third party.	"ISO 15408 CC SFR: FMT_MTD; 
ISO 17799: 9.2.3.b, (9.3.1.f);
HIPAA: 164.312(d); 164.308(5)(ii)(D)
"	SEC 5.52, 7.15														
2011.AM.259	SC 03.06	Authentication	When passwords are used, user accounts that have been reset by an administrator shall require the user to change the password at next successful logon.	2006	P	Assignable to third party.	"ISO 15408 CC SFR: FMT_MTD; 
ISO 17799: 9.2.3.b, (9.3.1.f);
HIPAA: 164.312(d); 164.308(5)(ii)(D)
"	SEC 5.58, 7.16														
2011.AM.260	SC 03.07	Authentication	The system shall provide only limited feedback information to the user during the authentication.	2006	P	Assignable to third party.	"ISO 15408 CC SFR: FIA_UAU; 
NIST SP 800-53: IA-6 AUTHENTICATOR FEEDBACK;
HIPAA: 164.312(d); 164.308(5)(ii)(D)
"	SEC 5.18, 5.20, 5.44, 7.08														
2011.AM.261	SC 03.08	Authentication	The system shall support case-insensitive usernames that contain typeable alpha-numeric characters in support of ISO-646/ECMA-6 (aka US ASCII).	2006	P	Assignable to third party.	"ISO 15408 CC SFR: FMT_MTD;
HIPAA: 164.312(a)(2)(i)
"	SEC 5.24, 7.11														
2011.AM.262	SC 03.09	Authentication	When passwords are used, the system shall allow an authenticated user to change their password consistent with password strength rules (SC 03.02).	2006	P	Assignable to third party.	"ISO 15408 CC SFR: FMT_MTD;
HIPAA: 164.308(a)(5)(ii)(D)
"	SEC 5.27, 5.32, 7.13														
2011.AM.263	SC 03.10	Authentication	When passwords are used, the system shall support case-sensitive passwords that contain typeable alpha-numeric characters in support of ISO-646/ECMA-6 (aka US ASCII).	2006	P	Assignable to third party.	"Canadian: Ontario 5.3.12 (b);
NIST SP 800-63;
HIPAA: 164.308(a)(5)(ii)(D)
"	SEC 5.17, 5.19, 5.24, 7.07														
2011.AM.264	SC 03.11	Authentication	When passwords are used, the system shall use either standards-based encryption, e.g., 3DES, AES, or standards-based hashing, e.g., SHA1 to store or transport passwords.	2011	N	Assignable to third party.	"Canadian: Ontario 5.3.12.a (System Access Management);
ISO 15408 CC SFR: FCS_CKM; 
NIST SP 800-53: SC-12 CRYPTOGRAPHIC KEY ESTABLISHMENT AND MANAGEMENT;
HIPAA: 164.312(e)(1); 164.308(a)(5)(ii)(D)
FIPS PUB 197
FIPS PUB 140-2

"	SEC 6.18, 6.19, 7.23, 7.24														
2011.AM.265	SC 03.12	Authentication	When passwords are used, the system shall prevent the reuse of passwords previously used within a specific (configurable) timeframe (i.e., within the last X days, etc. - e.g. "last 180 days"), or shall prevent the reuse of a certain (configurable) number of the most recently used passwords (e.g. "last 5 passwords").	2007	P	Assignable to third party.	"ISO 15408 CC SFR: FMT_MTD; 
ISO 17799 9.5.4.f;
HIPAA 164.312(d); 164.308(a)(5)(ii)(D);
NIST SP 800-53: IA5 AUTHENTICATOR MANAGEMENT
"	SEC 6.01, 7.25														
2011.AM.266	SC 04.01	Documentation	The system shall include documentation that describes the patch (hot-fix) handling process the vendor will use for EHR, operating system and underlying tools (e.g. a specific web site for notification of new patches, an approved patch list, special instructions for installation, and post-installation test).	2007	P		"ISO 15408 CC SFR:  AGD_ADM;
HIPAA: 164.308(a)(5)(i)(B)"	SEC 6.07														
2011.AM.267	SC 04.02	Documentation	The system shall include documentation that explains system error or performance messages to users and administrators, with the actions required.	2006	P		"ISO 15408 CC SFR:  AGD_ADM;
HIPAA: 164.312(c)  "	SEC 6.08														
2011.AM.268	SC 04.03	Documentation	The system shall include documentation of product capacities (e.g. number of users, number of transactions per second, number of records, network load, etc.) and the baseline representative configurations assumed for these capacities (e.g. number or type of processors, server/workstation configuration and network capacity, etc).	2007	P		"ISO 15408 CC SFR:  AGD_ADM;
NIST SP 800-53 CM-2;
HIPAA: 164.312(c); 164.306(A)(1)"	SEC 6.09														
2011.AM.269	SC 04.04	Documentation	The system shall include documented procedures for product installation, start-up and/or connection.	2006	P		"ISO 15408 CC SFR: ADO_IGS;
HIPAA: 164.312(c)"	SEC 6.06														
2011.AM.270	SC 04.05	Documentation	The system shall include documentation of the minimal privileges necessary for each service and protocol necessary to provide EHR functionality and/or serviceability.	2006	P		"NIST SP 800-53 AC-5 SEPARATION OF DUTIES; CM-7 Least Functionality;
HIPAA: 164.312(a)(1); 164.312(a)(2)"	SEC 6.05														
2011.AM.271	SC 04.06	Documentation	The system shall include documentation available to the customer stating whether or not there are known issues or conflicts with security services  in at least the following service areas:  antivirus, intrusion detection, malware eradication, host-based firewall and the resolution of that conflict (e.g. most  systems should note that full virus scanning should be done outside of peak usage times and should exclude the databases.).	2007	P		"Canadian: Alberta 7.3.17 (Security);
ISO 15408 CC SFR: FPT_TST 
ISO 15408 CC SFR:  AGD_ADM;
NIST SP 800-53 SI-3 MALICIOUS CODE PROTECTION;
HIPAA: 164.308(a)(5)(i)(B)"	SEC 6.03														
2011.AM.272	SC 04.07	Documentation	If the system includes hardware, the system shall include documentation that covers the expected physical environment necessary for proper secure and reliable operation of the system including: electrical, HVAC, sterilization, and work area. 	2007	P		"ISO 15408 CC SFR:  AGD_ADM;
HIPAA: 164.310(a)(2)"	SEC 6.04														
2011.AM.273	SC 04.08	Documentation	The system shall include documentation that itemizes the services (e.g. PHP, web services) and network protocols/ports (e.g. HL-7,  HTTP, FTP)  that are necessary for proper operation and servicing of the system, including justification of the need for that service and protocol. This information may be used by the healthcare facility to properly configure their network defenses (firewalls and routers).	2007	P		"ISO 15408 CC SFR:  AGD_ADM;
NIST SP 800-53 AC-5 CM-6; 
NIST SP 800-70;
HIPAA 164.312(a)(1)"	SEC 6.05														
2011.AM.274	SC 04.09	Documentation	The system shall include documentation that describes the steps needed to confirm that the system installation was properly completed and that the system is operational.	2007	P		"ISO 15408 CC SFR:  AGD_ADM;
HIPAA: 164.312©"	SEC 6.06														
2011.AM.275	SC 04.10	Documentation	The system shall include documentation available to the customer that provides guidelines for configuration and use of the security controls necessary to support secure and reliable operation of the system, including but not limited to: creation, modification, and deactivation of user accounts, management of roles, reset of passwords, configuration of password constraints, and audit logs.	2007	P	Assignable to third party.	"ISO 15408 CC SFR: AGD_ADM;
HIPAA: 164.312(a) to 164.312(e)"	SEC 5.04, 5.09, 6.02, 7.04														
2011.AM.276	SC 05.01	Technical Services	The software used to install and update the system, independent of the mode or method of conveyance, shall be certified free of malevolent software (“malware”).  Vendor may self-certify compliance with this standard through procedures that make use of commercial malware scanning software.	2007	P		"ISO 15408 CC SFR: ADO_DEL;
HIPAA 164.308(a)(5)(ii)(B)
"	SEC 6.11														
2011.AM.277	SC 05.02	Technical Services	The system shall be configurable to prevent corruption or loss of data already accepted into the system in the event of a system failure (e.g. integrating with a UPS, etc.).	2006	P	Assignable to third party.	"ISO 15408 CC SFR: FPT_RCV;
HIPAA 164.312(c)(1)
"	SEC 6.10, 7.17														
2011.AM.278	SC 06.01	Technical Services	The system shall support protection of confidentiality of all Protected Health Information (PHI) delivered over the Internet or other known open networks via encryption using triple-DES (3DES) or the Advanced Encryption Standard (AES) and an open protocol such as TLS, SSL, IPSec, XML encryptions, or S/MIME or their successors.	2006	P	Assignable to third party.	"Canadian: Alberta 7.4.6.2 & 8.4.6.2 (Technical);
ISO 15408 CC SFR: FCS_COP; FIPS 140-2;
NIST SP 800-53: SC-13 CRYPTOGRAPHIC OPERATIONS;
HIPAA: 164.312(e)(1); 164.312(a)(2)(iv)
HITSP T17,
FIPS PUB 140-2 
"	SEC 6.14, 7.19														
2011.AM.279	SC 06.02	Technical Services	When passwords are used, the system shall not display passwords while being entered.	2006	P	Assignable to third party.	"ISO 15408 CC SFR: FPT_ITC;
ISO 17799 9.2.3;
HIPAA 164.312(a)(1)
"	SEC 5.20, 7.10														
2011.AM.280	SC 06.03	Technical Services	For systems that provide access to PHI through a web browser interface (i.e. HTML over HTTP) shall include the capability to encrypt the data communicated over the network via SSL (HTML over HTTPS). Note: Web browser interfaces are often used beyond the perimeter of the protected enterprise network	2006	P	Assignable to third party.	"ISO 15408 CC SFR: AGD_ADM; HITSP/TP17;
HIPAA: 164.312(e)(1); 164.312(a)(2)(iv)
"	SEC 6.17, 7.22														
2011.AM.281	SC 06.04	Technical Services	The system shall support protection of integrity of all Protected Health Information (PHI) delivered over the Internet or other known open networks via SHA1 hashing and an open protocol such as TLS, SSL, IPSec, XML digital signature, or S/MIME or their successors.	2006	P	Assignable to third party.	"ISO 15408 CC SFR: FPT_RCV; FIPS 140-2; SP800-53: SC-13 CRYPTOGRAPHIC OPERATIONS;
HIPAA: 164.312(e)(1); HITSP T17
"	SEC 6.15, 7.20														
2011.AM.282	SC 06.05	Technical Services	The system shall support ensuring the authenticity of remote nodes (mutual node authentication) when communicating Protected Health Information (PHI) over the Internet or other known open networks using an open protocol (e.g. TLS, SSL, IPSec, XML sig, S/MIME).	2006	P	Assignable to third party.	"ISO 15408 CC SFR: FPT_RCV; HITSP T17;
HIPAA: 164.312(d); 164.312(c)(1) 
"	SEC 6.16, 7.21														
2011.AM.283	SC 06.06	Technical Services	The system, when storing PHI on any device intended to be portable/removable (e.g. thumb-drives, CD-ROM, PDA, Notebook), shall support use of a standards based encrypted format using triple-DES (3DES), or the Advanced Encryption Standard (AES), or their successors. 	2009	N		"FIPS 140-2, ISO 15408 CC SFR: FCS_COP, OMB M-06-16, SP800-53: AC-19, HITSP T33;
HIPAA: 164.312(e)(2)(ii)
FIPS PUB 140-2
"	SEC 6.20, 7.26														
2011.AM.284	SC 06.07	Technical Services	"The system, prior to access to any PHI, shall display a configurable warning or login banner (e.g. ""The system should only be accessed by authorized users"").
In the event that a system does not support pre-login capabilities, the system shall display the banner immediately
following authorization."	2009	N	Assignable to third party.	"CC 2.1 L.4 TOE access banners (FTA_TAB); CC 3.0 FIA_TIN.1 Advisory warning message;
NIST SP 800-53 AC-8 System Use Notification
HIPAA 164.308(a)(5)(i); 164.308(a)(5)(ii)
"	SEC 5.13, 5.21														
2011.AM.285	SC 08.01	Backup/Recovery 	The system shall be able to generate a backup copy of the application data, security credentials, and log/audit files.	2006	P	Assignable to third party.	"Canadian: Alberta 7.3.16 (Security);
ISO 15408 CC SFR: FDP_ROL, FPT_RCV; 
HIPAA: 164.310(d)(1)
"	SEC 5.01, 7.01														
2011.AM.286	SC 08.02	Backup/Recovery 	The system restore functionality shall result in a fully operational and secure state.  This state shall include the restoration of the application data, security credentials, and log/audit files to their previous state.	2006	P	Assignable to third party.	"Canadian: Alberta 7.3.18.9 (Security);
ISO 15408 CC SFR: FAU_GEN; 
NIST SP 800-53: AU-2 AUDITABLE EVENTS;
HIPAA: 164.310(d)(1)
"	SEC 5.06, 5.08, 7.03														
2011.AM.287	SC 08.03	Backup/Recovery 	If the system claims to be available 24x7 then the system shall have ability to run a backup concurrently with the operation of the application. 	2006	P	Assignable to third party.	"Canadian: Alberta 7.4.2.5 (Technica+D1l);
ISO 15408 CC SFR: FDP_ROL; 
HIPAA: 164.310(d)(1)
"	SEC 5.02, 7.02														
2011.AM.288			"Appendix Audited Events                                                                                                                                                                                                                                
 
1. start/stop
2. user login/logout
3. session timeout
4. account lockout
5. patient record created/viewed/updated/deleted
6. scheduling
7. query
8. order
9. node-authentication failure
10. signature created/validated
11. PHI export (e.g. print)
12. PHI import
13. security administration events
14. backup and restore       "
