Unique ID	Label	Requirement Statement	Solution Scope	Solution Approach
	HL7 DC 2.3.2.06	The solution should generate documentation of medication or immunization administration as a by-product of verification of patient, medication, dose, route and time.	Unknown	Unknown
	HL7 DC 2.3.2.07	The solution should prompt or remind providers regarding the date/time range for timely administration of medications.	Unknown	Unknown
	HL7 DC 2.3.2.08	"The solution should suggest alternative administration techniques based on age, developmental stage, weight, physiological status, mental status, educational level, and
past physical history of the patient. "	Unknown	Unknown
	HL7 DC 2.3.2.09	The Support for Medication and Immunization Administration capability should conform to DC 2.7.1 Access Healthcare Guidance and provide the ability for a provider to access drug monograph information.	Unknown	Unknown
	DC 2.4	Orders, Referrals, Results & Care Management		
	DC 2.4.1	Create Order Set Templates		
	HL7 DC 2.4.1.01	The solution should provide the ability to create order set templates.	Unknown	Unknown
	HL7 DC 2.4.1.02	The solution should provide the ability to maintain order set templates, including version control.	Unknown	Unknown
	HL7 DC 2.4.1.03	The solution should provide the ability to create order set templates from provider input.	Unknown	Unknown
	HL7 DC 2.4.1.04	The solution should capture order sets based on patient data that should be provided by the provider or that should be in accordance with preferred standards.	Unknown	Unknown
	HL7 DC 2.4.1.05	The solution should provide the ability to create order set templates for known conditions for a particular disease.	Unknown	Unknown
	HL7 DC 2.4.1.06	The solution should present the order set templates to the provider.	Unknown	Unknown
	HL7 DC 2.4.1.07	The solution should record the basis of the practice standards or criteria for the creation of the order set templates.	Unknown	Unknown
	HL7 DC 2.4.1.08	The solution should provide the ability to relate order set templates to aid decision support for certain diseases.	Unknown	Unknown
	HL7 DC 2.4.1.09	The Create Order Set Templates capability should conform to DC 1.7.3 Manage Order Sets requirements.	Unknown	Unknown
	DC 2.4.2	Support for Non-Medication Ordering		
	HL7 DC 2.4.2.01	The solution should identify required order entry components for non-medication orders.	Unknown	Unknown
	HL7 DC 2.4.2.02	The solution should present an alert at the time of order entry, if a non-medication order is missing required information.	Unknown	Unknown
	HL7 DC 2.4.2.03	The solution should present an alert via warnings of orders that should be inappropriate or contraindicated for specific patients at the time of provider order entry.	Unknown	Unknown
	HL7 DC 2.4.2.04	The Support for Non-Medication Ordering capability should conform to S 3.3.3 Service Authorization requirements.	Unknown	Unknown
	DC 2.4.3	Support for Result Interpretation		
	HL7 DC 2.4.3.01	The solution should present alerts for a result that is outside of a normal value range.	Unknown	Unknown
	HL7 DC 2.4.3.02	The solution should provide the ability to trend results.	Unknown	Unknown
	HL7 DC 2.4.3.03	The solution should provide the ability to evaluate pertinent results at the time of provider order entry (such as evaluation of lab results at the time of ordering a radiology exam).	Unknown	Unknown
	DC 2.4.4	Support for Referrals		
	DC 2.4.4.1	Support for referral Process		
	HL7 DC 2.4.4.1.01	The solution should to include clinical and administrative data (e.g. insurance information) as part of the referral process.	Unknown	Unknown
	HL7 DC 2.4.4.1.02	The solution should to include test and procedure results with a referral.	Unknown	Unknown
	HL7 DC 2.4.4.1.03	The solution should to include standardized or evidence based protocols with the referral.	Unknown	Unknown
	HL7 DC 2.4.4.1.04	The solution should allow clinical, administrative data, and test and procedure results to be transmitted to the referral clinician.	Unknown	Unknown
	HL7 DC 2.4.4.1.05	The Support for Referral Process should conform to S 2.2.1 Health Record Output requirements.	Unknown	Unknown
	DC 2.4.4.2	Support for Referral Recommendations		
	HL7 DC 2.4.4.2.01	The solution should present recommendations for potential referrals based on diagnosis(es).	Unknown	Unknown
	HL7 DC 2.4.4.2.02	The solution should present recommendations for potential referrals based on patient condition (e.g. for smoking cessation counseling if the patient is prescribed a medication to support cessation).	Unknown	Unknown
	HL7 DC 2.4.4.2.03	The Support for Referral Recommendations capabilities should conform to the IN 1.4 Patient Access Management requirements.	Unknown	Unknown
	DC 2.4.5	Support for Care Delivery		
	DC 2.4.5.1	Support for Safe Blood Administration		
	HL7 DC 2.4.5.1.01	The solution should present information necessary to correctly identify the patient and accurately administer blood products including patient name, blood product number, amount, route, product expiration date and time of administration.	Unknown	Unknown
	HL7 DC 2.4.5.1.02	The solution should capture validation of the correct matching of the patient to the blood product.	Unknown	Unknown
	HL7 DC 2.4.5.1.03	The solution should capture the blood product number, amount, route and time of administration.	Unknown	Unknown
	HL7 DC 2.4.5.1.04	The Support for Safe Blood Administration capability should conform to DC 1.8.4 manage Patient Clinical Measurements and capture the blood pressure, temperature, pulse, respirations of the patient receiving the product.	Unknown	Unknown
	HL7 DC 2.4.5.1.05	The Support for Safe Blood Administration capability should conform to S 2.2.1 Health Record Output requirements.	Unknown	Unknown
	DC 2.4.5.2	Support for Accurate Specimen Collection		
	HL7 DC 2.4.5.2.01	"The solution should provide the ability to present information necessary to correctly identify the patient and accurately identify the specimen to be collected including,
but not limited to, patient name, specimen type, specimen source, means of collection, date and time."	Unknown	Unknown
	HL7 DC 2.4.5.2.02	The solution should report variation between the type of specimen order placed and actual specimen received.	Unknown	Unknown
	HL7 DC 2.4.5.2.03	The solution should preesent the details of specimen collection.	Unknown	Unknown
	HL7 DC 2.4.5.2.04	The Support for Accurate Specimen Collection capability should conform to S 2.2.1 Health Record Output requirements.	Unknown	Unknown
	HL7 DC 2.4.5.2.05	The solution should notify the provider in real-time of a variation between the type of specimen order placed and the actual specimen received.	Unknown	Unknown
	DC 2.5	Support for Health Maintenance: Preventative Care & Wellness		
	HL7 DC 2.5.0.01	The Support for Health Maintenance: Preventative Care & Wellness capabilities should conform to the IN 1.4 Patient Access Management requirements.	Unknown	Unknown
	HL7 DC 2.5.0.02	The Support for Health Maintenance: Preventative Care & Wellness capabilities should conform to the IN 1.9 Patient Privacy & Confidentialty requirements.	Unknown	Unknown
	HL7 DC 2.5.0.03	The Support for Health Maintenance: Preventative Care & Wellness capabilities should conform to the IN 2.2 Auditable Records requirements.	Unknown	Unknown
	HL7 DC 2.5.0.04	The Support for Health Maintenance: Preventative Care & Wellness capabilities should conform to IN.3 Registry and Directory Services requirements.	Unknown	Unknown
	DC 2.5.1	Present Alerts for Preventative Services and Wellness		
	HL7 DC 2.5.1.01	The solution should provide the ability to establish criteria for the identification of preventive care and wellness services based on patient demographics (e.g. age, gender).	Unknown	Unknown
	HL7 DC 2.5.1.02	The solution should provide the ability to modify the established criteria that trigger the alerts.	Unknown	Unknown
	HL7 DC 2.5.1.03	The solution should present recommended preventative or wellness services needed based upon clinical test results.	Unknown	Unknown
	HL7 DC 2.5.1.04	The solution should present alerts to the provider of all patient specific preventive services that are due.	Unknown	Unknown
	HL7 DC 2.5.1.05	The solution should provide the ability to produce a list of all alerts along with the scheduled date and time for the preventive service.	Unknown	Unknown
	HL7 DC 2.5.1.06	The solution should provide the ability to produce a history of all alerts that were generated for the patient in the record.	Unknown	Unknown
	DC 2.5.2	Notifications and Reminders for Preventative Services and Wellness		
	HL7 DC 2.5.2.01	The solution should generate timely notifications to patients including services, tests or actions that are due or overdue.	Unknown	Unknown
	HL7 DC 2.5.2.02	The solution should capture a history of notifications.	Unknown	Unknown
	HL7 DC 2.5.2.03	The solution should provide the ability to track overdue preventive services.	Unknown	Unknown
	HL7 DC 2.5.2.04	The solution should provide notification of overdue preventative services in the patient record.	Unknown	Unknown
	HL7 DC 2.5.2.05	The solution should provide the ability to configure patient notifications (such as repetitions or timing of the activity).	Unknown	Unknown
	HL7 DC 2.5.2.06	The solution should provide the ability to update content of notifications, guidelines, reminders and associated reference materials.	Unknown	Unknown
	HL7 DC 2.5.2.07	The solution should provide the ability to manage the lifecycle of the states of the notifications and reminders.	Unknown	Unknown
	DC 2.6	Support for Population Health		
	HL7 DC 2.6.0.01	The Support for Population Health capabilities should conform to the IN 1.9 Patient Privacy & Confidentialty requirements.	Unknown	Unknown
	HL7 DC 2.6.0.02	The Support for Population Health capabilities should conform to the IN 2.2 Auditable Records requirements.	Unknown	Unknown
	DC 2.6.1	Support for Epidemiological Investigations of Clinical Health Within a Population		
	HL7 DC 2.6.1.01	The solution should provide the ability to to aggregate patient information based on user-identified criteria.	Unknown	Unknown
	HL7 DC 2.6.1.02	The solution should apply local privacy and confidentially rules when assembling aggregate data to prevent identification of individuals by unauthorized parties.	Unknown	Unknown
	HL7 DC 2.6.1.03	The solution should provide the ability to to use any demographic or clinical information as criteria for aggregation.	Unknown	Unknown
	HL7 DC 2.6.1.04	The solution should present aggregate data in the form of reports for external use.	Unknown	Unknown
	HL7 DC 2.6.1.05	The solution should provide the ability to save report definitions for later use.	Unknown	Unknown
	HL7 DC 2.6.1.06	The solution should present aggregate data in an electronic format for use by other analytical programs.	Unknown	Unknown
	HL7 DC 2.6.1.07	The solution should provide the ability to to derive statistical information from aggregate data.	Unknown	Unknown
	HL7 DC 2.6.1.08	The Support for Epidemiological Investigations of Clinical Health Within a Population capabilities should conform to IN.3 Registry and Directory Services requirements if biosurveillance or other epidemiological investigations require standardized transmission of data to/from a registry or directory.	Unknown	Unknown
	DC 2.6.2	Support for Notification & Response		
	HL7 DC 2.6.2.01	The solution should provide the ability to identify individual care providers or care managers within a cared for population.	Unknown	Unknown
	HL7 DC 2.6.2.02	The solution should provide the ability to prepare a response notification to the care providers or care managers.	Unknown	Unknown
	HL7 DC 2.6.2.03	The solution should provide the ability to the ability to capture notification of a health risk within a cared-for population from public health authorities or other external authoritative sources as either free-text or a structured message.	Unknown	Unknown
	HL7 DC 2.6.2.04	The solution should provide the ability to coordinate with local and national programs to disseminate notifications of health risk to individual care providers or care-managers.	Unknown	Unknown
	HL7 DC 2.6.2.05	The solution should provide the ability to notify patients, directly or indirectly, who are described by the health risk alert.	Unknown	Unknown
	HL7 DC 2.6.2.06	The solution should present suggestions to the care provider indicating an appropriate course of action.	Unknown	Unknown
	HL7 DC 2.6.2.07	"The solution should provide the ability to to notify public health authorities or other external authoritative sources of a health risk within a cared for population in accordance
with scope of practice, organizational policy and jurisdictional law."	Unknown	Unknown
	HL7 DC 2.6.2.08	The Support for Notification & Responsecapabilities should conform to IN.3 Registry and Directory Services requirements.	Unknown	Unknown
	DC 2.6.3	Support for Monitoring Response Notifications Regarding a Specific Patient's Health		
	HL7 DC 2.6.3.01	The solution should present specific actions to be taken at the patient level for a health risk alert.	Unknown	Unknown
	HL7 DC 2.6.3.02	The solution should notify appropriate care providers of specific patient actions required by a health risk alert.	Unknown	Unknown
	HL7 DC 2.6.3.03	The solution should provide the ability to identify those patients who have not received appropriate action in response to a health risk alert.	Unknown	Unknown
	HL7 DC 2.6.3.04	The solution should provide the ability to to report on the omission of an appropriate response to the health risk alert in specific patients.	Unknown	Unknown
	HL7 DC 2.6.3.05	The Support for Monitoring Response Notifications Regarding a Specific Patient's Health capabilities should conform to the IN 1.4 Patient Access Management requirements.	Unknown	Unknown
	HL7 DC 2.6.3.06	The Support for Monitoring Response Notifications Regarding a Specific Patient's Health capabilities should conform to IN.3 Registry and Directory Services requirements.	Unknown	Unknown
	DC 2.7	Support for Knowledge Access		
	HL7 DC 2.7.0.01	The Support for Knowledge Access capabilities should conform to IN.3 Registry and Directory Services requirements.	Unknown	Unknown
	DC 2.7.1	Access Healthcare Guidance		
	HL7 DC 2.7.1.01	The solution should provide the ability to access evidencebased healthcare recommendations, with documentation of sources	Unknown	Unknown
	HL7 DC 2.7.1.02	The solution should provide the ability to access evidenced-based documentation appropriate for the care provider to render a timely judgment.	Unknown	Unknown
	HL7 DC 2.7.1.03	The solution should provide the ability to access external evidence-based documentation.	Unknown	Unknown
	HL7 DC 2.7.1.04	The Access Healthcare Guidance capabilities should conform to the DC 2.2.1.1 Support for Standard Care Plans, Guidelines, and Protocols requirements.	Unknown	Unknown
	HL7 DC 2.7.1.05	The Access Healthcare Guidance capabilities should conform to the IN 1.4 Patient Access Management requirements.	Unknown	Unknown
	DC 2.7.2	Patient Knowledge Access		
	HL7 DC 2.7.2.01	The solution should provide the ability to access information about wellness, disease management, treatments, and related information that is relevant for a specific patient.	Unknown	Unknown
	HL7 DC 2.7.2.02	The solution should provide the ability to access information related to a health question directly from data in the health record or other means such as key word search.	Unknown	Unknown
	HL7 DC 2.7.2.03	The solution should provide the ability to access patient educational information from external sources.	Unknown	Unknown
	HL7 DC 2.7.2.04	The solution should provide the ability to identify links specific to information if the information is external-based.	Unknown	Unknown
	HL7 DC 2.7.2.05	The Patient Knowledge Access capabilities should conform to the IN 1.4 Patient Access Management requirements.	Unknown	Unknown
	HL7 DC 2.7.2.06	The Patient Knowledge Access capabilities should conform to the IN 1.9 Patient Privacy & Confidentialty requirements.	Unknown	Unknown
	HL7 DC 2.7.2.07	The Patient Knowledge Access capabilities should conform to the IN 2.2 Auditable Records requirements.	Unknown	Unknown
DC 3.	Operations Management & Communication			
	HL7 DC 3.1.0.01	The Operations Management & Communication capabilities should conform to the IN 1.1 Entity Authentication requirements.	Unknown	Unknown
	HL7 DC 3.1.0.02	The Operations Management & Communication capabilities should conform to the IN 1.2 Entity Authorization requirements.	Unknown	Unknown
	HL7 DC 3.1.0.03	The Operations Management & Communication capabilities should conform to the IN 1.3 Entity Access Control requirements.	Unknown	Unknown
	HL7 DC 3.1.0.04	The Operations Management & Communication capabilities should conform to the IN 1.6 Secure Data Exchange requirements when solution data exchanges cross entity boundaries within the EMR or external to the EMR to ensure that the data are protected.	Unknown	Unknown
	HL7 DC 3.1.0.05	The Operations Management & Communication capabilities should conform to the IN 1.7 Secure Data Routing requirements when solution data exchanges with other sources or destinations of data to ensure that the exchange occurs only among authorized senders and receivers.	Unknown	Unknown
	HL7 DC 3.1.0.06	The Operations Management & Communication capabilities should conform to the IN 1.8 Information Attestation requirements when the EMR is used to enter or modify data in the health record to show authorship and responsibility for the data.	Unknown	Unknown
	HL7 DC 3.1.0.07	The Operations Management & Communication capabilities should conform to the IN 1.9 Patient Privacy & Confidentialty requirements.	Unknown	Unknown
	HL7 DC 3.1.0.08	The Operations Management & Communication capabilities should conform to the IN 2.1 Data Retention, Availability, & Destruction requirements.	Unknown	Unknown
	HL7 DC 3.1.0.09	The Operations Management & Communication capabilities should conform to the IN 2.2 Auditable Records requirements.	Unknown	Unknown
	HL7 DC 3.1.0.10	The Operations Management & Communication capabilities should conform to the IN 2.3 Synchronization requirements.	Unknown	Unknown
	HL7 DC 3.1.0.11	The Operations Management & Communication capabilities should conform to the IN 2.4 Extraction of Health Record Information requirements when used to extract data for analysis and reporting to support data extraction across the complete health record for an individual.	Unknown	Unknown
	DC 3.1	Clinical Workflow Tasking		
	DC 3.1.1	Clinical Task Assignment & Routing		
3216	HL7 DC 3.1.1.01	The solution should provide the ability for users to create manual clinical tasks.	Unknown	Unknown
3217	HL7 DC 3.1.1.02	The solution should provide the ability to automate clinical task creation.	Unknown	Unknown
3218	HL7 DC 3.1.1.03	The solution should provide the ability to manually modify and update task status (e.g. created, performed, held, canceled, pended, denied, and resolved).	Unknown	Unknown
3219	HL7 DC 3.1.1.03	The solution should provide the ability to manually modify and update task status (e.g. created, performed, held, canceled, pended, denied, and resolved).	Unknown	Unknown
3220	HL7 DC 3.1.1.04	The solution should provide the ability to automatically modify or update the status of tasks based on workflow rules.	Unknown	Unknown
3221	HL7 DC 3.1.1.05	The solution should provide the ability to assign, and change the assignment of, tasks to individuals or to clinical roles.	Unknown	Unknown
3222	HL7 DC 3.1.1.06	The solution should provide the ability to manage workflow task routing to multiple individuals or roles in succession and/or in parallel.	Unknown	Unknown
3223	HL7 DC 3.1.1.07	The solution should provide the ability to prioritize tasks based on urgency assigned to the task.	Unknown	Unknown
3224	HL7 DC 3.1.1.08	The solution should provide the ability to restrict task assignment based on appropriate role as defined by the entity.	Unknown	Unknown
3225	HL7 DC 3.1.1.09	The solution should provide the ability to escalate clinical tasks as appropriate to ensure timely completion.	Unknown	Unknown
3225	HL7 DC 3.1.1.10	The Clinical Task Assignment & Routing capability should provide non-repudiation requirements (IN 1.5) that guarantees that the sources and receivers of data cannot deny that they entered/sent/received the data.	Unknown	Unknown
3225	HL7 DC 3.1.1.11	The Clinical Task Assignment & Routing capability should conform to IN.3 Registry and Directory Services requirements.	Unknown	Unknown
	DC 3.1.2	Clinical Task Linking		
	HL7 DC 3.1.2.01	Thesolution should provide the ability to link a clinical task to the component of the HER required to complete the task.	Unknown	Unknown
	HL7 DC 3.1.2.02	The Clinical Task Tracking capability should provide non-repudiation requirements (IN 1.5) that guarantees that the sources and receivers of data cannot deny that they entered/sent/received the data.	Unknown	Unknown
	DC 3.1.3	Clinical Task Tracking		
3226	HL7 DC 3.1.3.01	The solution should provide the ability to track the status of tasks.	Unknown	Unknown
3227	HL7 DC 3.1.3.02	The solution should provide the ability to notify providers of the status of tasks.	Unknown	Unknown
3228	HL7 DC 3.1.3.03	The solution should provide the ability to sort clinical tasks by status.	Unknown	Unknown
3229	HL7 DC 3.1.3.04	The solution should provide the ability to present current clinical tasks as work lists.	Unknown	Unknown
3230	HL7 DC 3.1.3.05	The solution should provide the ability to define the presentation of clinical task lists.	Unknown	Unknown
	HL7 DC 3.1.3.06	The Clinical Task Tracking capability should provide non-repudiation requirements (IN 1.5) that guarantees that the sources and receivers of data cannot deny that they entered/sent/received the data.	Unknown	Unknown
	HL7 DC 3.1.3.07	The Clinical Task Tracking capability should conform to IN.3 Registry and Directory Services requirements.	Unknown	Unknown
	DC 3.2	Support Clinical Communication		
	HL7 DC 3.2.0.1	The Support Clinical Communication capabilities should conform to IN.3 Registry and Directory Services requirements.	Unknown	Unknown
	DC 3.2.1	Support for Inter-Provider Communication		
	HL7 DC 3.2.1.1	The solution should provide the ability to document in the patient record verbal/telephone communication between providers.	Unknown	Unknown
	HL7 DC 3.2.1.2	The solution should leverage the CCHCS eUHR solution to incorporate scanned documents from external providers into the patient record.	Unknown	Unknown
	HL7 DC 3.2.1.3	The solution should provide the ability to communicate using real-time messaging.	Unknown	Unknown
	HL7 DC 3.2.1.4	The solution should provide the ability to communicate clinical information (e.g. referrals) via email or other electronic means.	Unknown	Unknown
	HL7 DC 3.2.1.5	The solution should provide the ability to transmit electronic multi-media data types representing pictures, sound clips, or video as part of the patient record.	Unknown	Unknown
	HL7 DC 3.2.1.6	The Inter-Provider Communication capability should provide non-repudiation requirements (IN 1.5) that guarantees that the sources and receivers of data cannot deny that they entered/sent/received the data.	Unknown	Unknown
	DC 3.2.2	Support for Provider - Pharmacy Communication		
	HL7 DC 3.2.2.1	The solution' Provider - Pharmacy Communication capability should support DC 1.7.1 Manage Medication Orders requirements and provide the ability to order medications.	Unknown	Unknown
	HL7 DC 3.2.2.2	The solution should electronically communicate orders between the prescriber, provider and pharmacy, as necessary, to initiate, change, or renew a medication order.	Unknown	Unknown
	HL7 DC 3.2.2.3	"The solution should receive any acknowledgements, prior authorizations, renewals, inquiries and fill notifications provided by the pharmacy or other participants in the
electronic prescription and make it available for entry in the patient record. "	Unknown	Unknown
	HL7 DC 3.2.2.4	The solution should provide the ability to electronically communicate current realm-specific standards to pharmacies.	Unknown	Unknown
	HL7 DC 3.2.2.5	"The solution should provide the ability for providers and pharmacies to communicate clinical information via e-mail or other electronic means, on both general and specific
orders."	Unknown	Unknown
	HL7 DC 3.2.2.6	The solution should provide the ability to use secure realtime messaging.	Unknown	Unknown
	HL7 DC 3.2.2.7	The solution should provide the ability to include workflow tasks as part of communication to the provider.	Unknown	Unknown
	HL7 DC 3.2.2.8	The Provider - Pharmacy Communication capability should provide non-repudiation requirements (IN 1.5) that guarantees that the sources and receivers of data cannot deny that they entered/sent/received the data.	Unknown	Unknown
	DC 3.2.3	Support for Communications between Provider and Patient and/or the Patient Representative		
	HL7 DC 3.2.3.1	The solution should provide the ability to capture documentation of communications between providers and patients and/ or the patient representatives.	Unknown	Unknown
	HL7 DC 3.2.3.2	The solution should leverage the CCHCS eUHR solution to incorporate scanned documents.	Unknown	Unknown
	HL7 DC 3.2.3.3	The solution should provide the ability to document communication originating with the patient or patient representative (e.g. date, entity, details of communication).	Unknown	Unknown
	HL7 DC 3.2.3.4	The solution should provide the ability to communicate between providers and patients or their representative using a secure internet connection.	Unknown	Unknown
	HL7 DC 3.2.3.5	"The solution should provide the ability to manage documentation regarding family member or patient representative authorizations to receive patient related
health information."	Unknown	Unknown
	HL7 DC 3.2.3.6	The solution should alert providers to the presence of patient or patient representative originated communications.	Unknown	Unknown
	HL7 DC 3.2.3.7	"The solution should provide the ability to to alert patients or patient representative to provider absences (e.g. vacations) and recommend rerouting of the information or
request."	Unknown	Unknown
	HL7 DC 3.2.3.8	The solution should provide the ability to to notify providers of events and new treatment options.	Unknown	Unknown
	HL7 DC 3.2.3.9	"The solution should provide the ability to remind the patient or patient representative of events related to their care (e.g. upcoming appointments) as agreed upon by the
patient and/or the patient representative."	Unknown	Unknown
	HL7 DC 3.2.3.10	The Support for Communications between Provider and Patient and/or the Patient Representative capability should conform to the IN 1.4 Patient Access Management requirements.	Unknown	Unknown
	HL7 DC 3.2.3.11	The Support for Communications between Provider and Patient and/or the Patient Representative capability should provide non-repudiation requirements (IN 1.5) that guarantees that the sources and receivers of data cannot deny that they entered/sent/received the data.	Unknown	Unknown
	DC 3.2.4	Patient, Family and Care Giver Education		
	HL7 DC 3.2.4.1	The solution should provide the ability to access to a library of educational material for health concerns, conditions, and/or diagnosis.	Unknown	Unknown
	HL7 DC 3.2.4.2	The solution should provide the ability to to communicate applicable educational materials to the patient and/or patient representative.	Unknown	Unknown
	HL7 DC 3.2.4.3	The solution should provide the ability to deliver multilingual educational material.	Unknown	Unknown
	HL7 DC 3.2.4.4	"The solution should provide the ability to to deliver patient
educational materials using alternative modes to accommodate patient sensory capabilities."	Unknown	Unknown
	HL7 DC 3.2.4.5	"The solution should provide the ability to access to external
educational materials."	Unknown	Unknown
	HL7 DC 3.2.4.6	The solution should provide the ability to use rules-based support to identify the most pertinent educational material, based on the patient health status, condition and/or diagnosis.	Unknown	Unknown
	HL7 DC 3.2.4.7	The solution should provide the ability to to document who received the educational material provided, the patient, or the patient representative.	Unknown	Unknown
	HL7 DC 3.2.4.8	"The solution should provide the ability to to document that the
educational material was reviewed with the patient and/or patient representative and their comprehension of the material."	Unknown	Unknown
	HL7 DC 3.2.4.9	"The solution should provide the ability to identify age appropriate
and/or reading-ability appropriate educational materials for the patient and/or patient representative."	Unknown	Unknown
	HL7 DC 3.2.4.10	The solution should provide the ability for direct access to the educational material available, by patients and/or patient representatives.	Unknown	Unknown
	HL7 DC 3.2.4.11	The Patient, Family, & Care Giver Education capability should conform to the IN 1.4 Patient Access Management requirements.	Unknown	Unknown
	HL7 DC 3.2.4.12	The Patient, Family, & Care Giver Education capability should provide non-repudiation requirements (IN 1.5) that guarantees that the sources and receivers of data cannot deny that they entered/sent/received the data.	Unknown	Unknown
	DC 3.2.5	Communication with Medical Devices		
	HL7 DC 3.2.5.1	The solution should provide the ability to collect accurate electronic data from medical devices according to realm-specific applicable regulations and/or requirements.	Unknown	Unknown
	HL7 DC 3.2.5.2	The solution should provide the ability to present information collected from medical devices as part of the medical record as appropriate.	Unknown	Unknown
	HL7 DC 3.2.5.3	The Communications with Medical Devices capability should conform to  IN 1.4 Patient Access Management requirements.	Unknown	Unknown
